type,amount,nameOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_OUT,713404.6,C1514010687,C854835248,0.0,713404.6,1
PAYMENT,8356.63,C1488884068,M1763150730,0.0,0.0,0
CASH_IN,169185.97,C832950195,C2092703869,2319601.21,2150415.24,0
CASH_OUT,10000000.0,C47972411,C2059078386,11656587.57,21656587.57,1
PAYMENT,4014.84,C1475022223,M589399494,0.0,0.0,0
CASH_OUT,85408.24,C873337141,C1236162256,299363.12,384771.36,1
TRANSFER,70382.18,C809677827,C87092424,0.0,0.0,1
CASH_OUT,186591.61,C156912432,C1095936382,0.0,186591.61,0
PAYMENT,4683.93,C898531255,M1147769578,0.0,0.0,0
PAYMENT,6598.69,C1480106231,M973842613,0.0,0.0,0
CASH_OUT,2169679.91,C395839623,C925758982,0.0,2169679.91,1
CASH_OUT,3542716.02,C488587409,C1867928839,4746.62,3547462.65,1
TRANSFER,217231.0,C1527375688,C658289217,0.0,0.0,1
PAYMENT,17109.45,C123089591,M32042088,0.0,0.0,0
CASH_OUT,183630.89,C630828315,C1876599711,0.0,183630.89,0
TRANSFER,33332.86,C2025652936,C1662235713,0.0,0.0,1
CASH_OUT,124592.1,C286283658,C1946376053,616081.28,740673.39,0
TRANSFER,9274.56,C125027888,C200984272,0.0,0.0,1
TRANSFER,131597.73,C1493693019,C1706673485,0.0,0.0,1
TRANSFER,192815.77,C2040900392,C623153893,0.0,0.0,1
TRANSFER,10000000.0,C96506282,C1251995980,0.0,11755140.91,0
TRANSFER,86070.17,C1844941220,C1191544932,0.0,0.0,1
CASH_OUT,101331.78,C944163628,C2078998355,2912256.9,3013588.68,0
CASH_OUT,67840.48,C1884196216,C495064916,1099283.99,1167124.48,0
TRANSFER,9639524.7,C1490771263,C486822956,0.0,0.0,1
CASH_OUT,171091.95,C45976338,C14979056,4875401.07,5046493.01,0
PAYMENT,9561.39,C789879555,M699442436,0.0,0.0,0
PAYMENT,29063.26,C1162940336,M451566770,0.0,0.0,0
CASH_OUT,162326.52,C1532317723,C446134087,0.0,162326.52,1
CASH_OUT,17091.04,C1616333112,C933729513,297354.62,314445.66,0
CASH_OUT,799123.57,C999561448,C1038753033,5474293.01,6273416.58,1
TRANSFER,540154.62,C415858765,C1485040019,0.0,0.0,1
CASH_OUT,16223.36,C16557106,C1033094094,22690.8,38914.17,0
TRANSFER,205129.12,C1107458985,C1531477011,0.0,0.0,1
CASH_OUT,191054.07,C2020900306,C2091320895,0.0,191054.07,0
TRANSFER,340936.99,C1355922572,C1385531545,0.0,0.0,1
TRANSFER,76177.0,C1235324240,C1700071170,99018.0,175195.0,0
CASH_IN,85485.37,C2127630090,C1518689007,222549.55,137064.18,0
PAYMENT,10075.94,C72569065,M1325638023,0.0,0.0,0
PAYMENT,2717.07,C549673828,M1134090883,0.0,0.0,0
CASH_OUT,170003.51,C173209815,C185471099,6118.49,176122.0,0
CASH_IN,53189.82,C941208887,C1871843790,27237.47,0.0,0
CASH_OUT,342988.79,C671195185,C534450882,0.0,342988.79,1
CASH_OUT,1819405.69,C960377084,C524632299,7549887.38,9369293.07,1
TRANSFER,1515291.19,C1575226124,C1023961494,0.0,0.0,1
CASH_IN,64864.26,C1231848767,C971797778,563006.91,498142.65,0
TRANSFER,101392.92,C1484407499,C86900925,0.0,0.0,1
TRANSFER,30171.95,C1936176559,C892298445,0.0,0.0,1
PAYMENT,3243.36,C2052982454,M562175848,0.0,0.0,0
PAYMENT,2313.77,C1089970244,M1282995085,0.0,0.0,0
PAYMENT,10871.86,C1981044831,M227513263,0.0,0.0,0
CASH_OUT,8327328.27,C2016728314,C1652527413,616195.48,8943523.75,1
PAYMENT,12485.61,C1847259581,M1198712202,0.0,0.0,0
CASH_OUT,3588.26,C1077095387,C1892068638,248975.48,252563.74,0
CASH_OUT,340688.27,C224251771,C1154150188,568786.56,909474.83,0
CASH_OUT,378527.71,C1803730185,C134543538,419294.74,797822.46,1
CASH_IN,177781.87,C2029654558,C377971831,1320391.34,1142609.48,0
CASH_OUT,78681.98,C1567622494,C500330084,437743.28,516425.26,0
PAYMENT,34541.99,C700972915,M1556671910,0.0,0.0,0
CASH_OUT,43308.07,C1516853965,C678670921,289285.73,332593.8,1
TRANSFER,126431.61,C107421923,C1049744431,0.0,0.0,1
PAYMENT,307.75,C304958675,M959983463,0.0,0.0,0
CASH_OUT,68067.12,C1200218038,C396379646,93988.99,162056.11,0
TRANSFER,1004930.55,C216075189,C626473403,1401902.03,2406832.58,0
CASH_OUT,36698.74,C2118805300,C1351134100,2331161.97,2367860.71,0
CASH_IN,321450.85,C1062581556,C1264181336,373643.49,52192.64,0
TRANSFER,3054359.4,C817672066,C657457029,0.0,0.0,1
CASH_OUT,224570.45,C1401604030,C1193568854,7449938.25,7674508.7,1
TRANSFER,8954018.7,C2078163079,C927503417,10320455.07,19274473.77,0
CASH_OUT,656118.37,C1063463883,C268277254,161482.64,817601.02,1
TRANSFER,6417789.09,C355768552,C191674614,0.0,0.0,1
PAYMENT,14947.74,C616917096,M924951497,0.0,0.0,0
PAYMENT,14208.06,C801821369,M1015236968,0.0,0.0,0
CASH_OUT,235094.79,C1346011338,C1698440092,2220596.8,2455691.59,0
PAYMENT,5714.78,C1351009763,M1356690601,0.0,0.0,0
CASH_OUT,32671.88,C640831254,C1389084287,164307.14,196979.02,1
CASH_OUT,76555.92,C1747957395,C1441652121,124985.1,359413.18,0
CASH_OUT,296123.96,C22909532,C813095057,533970.6,1055817.81,0
PAYMENT,12411.21,C685840596,M1163914744,0.0,0.0,0
CASH_OUT,1336901.11,C148001678,C1491478238,0.0,1336901.11,1
TRANSFER,1359723.0,C1411314233,C1407607208,4049088.62,5408811.62,0
PAYMENT,19771.18,C1557153726,M607959029,0.0,0.0,0
PAYMENT,7985.86,C2007259706,M315805859,0.0,0.0,0
TRANSFER,199878.85,C652728063,C1111932941,0.0,0.0,1
CASH_OUT,506867.52,C341811151,C1795348373,0.0,458682.99,1
PAYMENT,15468.0,C1087761834,M1746183703,0.0,0.0,0
CASH_OUT,43452.4,C990562829,C1612044366,526967.8,570420.2,0
CASH_OUT,109014.83,C1772629402,C1051036962,0.0,109014.83,0
TRANSFER,172510.95,C1433873566,C45573890,0.0,0.0,1
CASH_IN,95807.04,C1374076039,C1643188847,675626.04,579819.01,0
TRANSFER,1782737.6,C769822179,C6004942,0.0,0.0,1
TRANSFER,111011.44,C955369574,C1174240476,128151.66,239163.09,0
CASH_OUT,628697.26,C1683118896,C1072985725,0.0,628697.26,1
TRANSFER,10000000.0,C1186192171,C2136471075,0.0,0.0,1
TRANSFER,31930.24,C1311186566,C1907577066,0.0,0.0,1
CASH_OUT,165878.57,C2107544262,C1116523478,237799.51,403678.08,0
CASH_IN,231751.99,C1383269661,C326854546,1738037.04,1506285.05,0
CASH_OUT,234062.58,C869836105,C1714827483,1419832.71,1653895.29,0
TRANSFER,1259972.05,C1376942715,C2065571407,0.0,0.0,1
TRANSFER,378204.02,C620879020,C929929591,0.0,0.0,1
CASH_OUT,6496.35,C269801490,C742439419,383676.2,390172.55,0
PAYMENT,8877.66,C759290155,M1251786956,0.0,0.0,0
PAYMENT,12895.32,C188545109,M359954027,0.0,0.0,0
CASH_IN,260681.62,C1433257927,C580902306,1034128.51,773446.89,0
TRANSFER,10000000.0,C1277761503,C500987951,0.0,0.0,1
PAYMENT,14812.37,C176187615,M1860592825,0.0,0.0,0
PAYMENT,19698.24,C1356714614,M1659528978,0.0,0.0,0
CASH_IN,63454.64,C949406552,C426905544,489162.25,425707.61,0
CASH_OUT,22344.52,C1207078996,C839403720,1091703.68,1193048.24,0
CASH_OUT,251703.46,C667657916,C991150614,1079571.8,1122438.97,0
CASH_OUT,207931.97,C211387780,C2062998230,0.0,101814.63,0
CASH_IN,276710.2,C1613411168,C67430243,502013.92,225303.72,0
CASH_OUT,298998.81,C480477191,C897200846,2947078.15,3246076.97,0
PAYMENT,2630.42,C102265776,M1375957606,0.0,0.0,0
TRANSFER,1217075.34,C496276785,C869472307,1952846.28,3169921.63,0
CASH_OUT,101919.9,C1738745001,C1082052603,105639.92,207559.82,0
CASH_IN,7700.09,C940072044,C98627185,1614551.86,1606851.77,0
PAYMENT,2281.09,C2052066355,M1110035929,0.0,0.0,0
TRANSFER,1976666.45,C1329135302,C14438406,0.0,0.0,1
TRANSFER,104171.37,C952245558,C2101227966,0.0,0.0,1
CASH_OUT,106945.89,C723856868,C1135774242,174082.8,281028.69,0
CASH_IN,184820.03,C777428912,C114891172,3172643.95,2987823.92,0
TRANSFER,451663.55,C1275808280,C668503841,0.0,0.0,1
CASH_OUT,1314897.11,C2028485449,C1970513105,0.0,1314897.11,1
PAYMENT,41382.67,C1668455354,M1154391373,0.0,0.0,0
CASH_IN,176811.03,C824985456,C1346184368,9250797.47,9073986.44,0
CASH_OUT,158489.29,C1003023037,C1969565765,0.0,158489.29,1
CASH_OUT,917014.64,C1149539141,C1847588004,81956.71,998971.35,1
CASH_OUT,52397.65,C442322954,C748924525,0.0,52397.65,0
TRANSFER,4892193.09,C908544136,C891140444,0.0,0.0,1
TRANSFER,105861.07,C261904702,C152930989,0.0,0.0,1
PAYMENT,3217.0,C1071645730,M1785921943,0.0,0.0,0
TRANSFER,7513581.46,C1185526711,C342454180,0.0,0.0,1
CASH_OUT,129710.64,C1292252851,C922368683,3621535.35,3751246.0,0
TRANSFER,3695429.98,C1497936234,C305200409,0.0,0.0,1
CASH_OUT,5338162.8,C1742651298,C866531579,181895.58,5520058.37,1
TRANSFER,63440.63,C1431701654,C906449417,0.0,0.0,1
TRANSFER,907490.26,C139626041,C367153483,108221.64,1015711.9,0
CASH_IN,226813.74,C1237385152,C130497971,0.0,0.0,0
CASH_IN,349027.4,C1562524613,C399387707,16814623.82,16503010.85,0
CASH_IN,114129.09,C1238032563,C475895508,313970.89,199841.8,0
PAYMENT,14085.72,C246892667,M521871665,0.0,0.0,0
TRANSFER,376367.26,C747436564,C644153669,0.0,0.0,1
TRANSFER,6377401.2,C1366321878,C1565876576,0.0,0.0,1
CASH_OUT,630674.62,C745234643,C1437954033,1311300.29,1941974.91,0
PAYMENT,17403.66,C165075876,M1736341533,0.0,0.0,0
CASH_OUT,225324.05,C2146300085,C120557331,9125.63,234449.67,1
CASH_OUT,34238.2,C415825997,C1295268522,300369.39,334607.59,1
PAYMENT,14682.27,C295269906,M1386173906,0.0,0.0,0
CASH_OUT,306662.5,C1480952365,C954612526,0.0,306662.5,0
CASH_OUT,11630.38,C778960214,C816129508,36945.1,48575.48,1
CASH_OUT,5145.18,C1118964550,C696486414,439706.69,444851.87,0
CASH_OUT,290069.71,C63796495,C417213297,9346995.69,9637065.4,0
TRANSFER,37436.78,C985397867,C131807418,0.0,0.0,1
PAYMENT,15178.93,C620528120,M1276738410,0.0,0.0,0
CASH_OUT,365217.76,C1869014472,C1685432345,397170.35,762388.11,0
TRANSFER,786480.78,C1284457893,C790067619,0.0,0.0,1
CASH_OUT,89261.58,C691861932,C331588746,4873731.62,4962993.2,0
CASH_IN,110015.63,C329133535,C763210569,214246.92,104231.29,0
CASH_IN,223724.34,C230378894,C1826100320,0.0,0.0,0
CASH_IN,55526.35,C822272744,C898092839,1881795.42,1826269.07,0
CASH_OUT,223228.11,C600776492,C856386556,252901.53,476129.65,1
CASH_OUT,144301.12,C1569547727,C1597673582,15583351.73,15727652.86,0
TRANSFER,759701.03,C382272679,C1390800148,0.0,0.0,1
CASH_IN,420608.07,C1186252456,C1946733125,10260978.12,9840370.05,0
PAYMENT,470.88,C1582008823,M434648582,0.0,0.0,0
TRANSFER,10000000.0,C327855497,C2013390104,0.0,0.0,1
TRANSFER,108213.6,C586432166,C810627720,0.0,0.0,1
PAYMENT,3337.06,C962478753,M1600926484,0.0,0.0,0
TRANSFER,10000000.0,C432621452,C1128848873,322057.21,16677560.66,0
CASH_IN,117372.63,C1937060646,C1254526270,215582.32,594958.48,0
CASH_OUT,191834.14,C728560783,C662256008,105924.3,297758.43,1
CASH_OUT,10211.81,C268984152,C700461668,1975715.1,1985926.91,1
TRANSFER,158879.1,C1226871955,C1363273657,0.0,0.0,1
CASH_IN,110705.14,C521639448,C2140992559,5428522.78,5317817.64,0
TRANSFER,1927403.83,C48098605,C1547394308,0.0,0.0,1
TRANSFER,21323.28,C498498940,C490070900,0.0,0.0,1
TRANSFER,34498.05,C1185258850,C1779051120,0.0,0.0,1
TRANSFER,325906.65,C36437538,C729263178,10934848.81,11260755.46,0
CASH_OUT,20240.0,C1047901979,C167273954,1080115.55,1100355.55,0
CASH_OUT,1583.28,C538660797,C595029020,826666.86,828250.14,1
TRANSFER,382960.64,C881672878,C5616107,0.0,0.0,1
CASH_IN,169427.89,C981652764,C1412774833,895135.06,725707.17,0
CASH_OUT,7289.57,C90244332,C1200367060,150861.79,158151.36,0
PAYMENT,29232.45,C57895358,M266524463,0.0,0.0,0
CASH_OUT,281023.82,C1744244738,C1290764514,0.0,281023.82,1
CASH_OUT,1385945.61,C945312738,C526780230,446776.76,1832722.37,1
TRANSFER,1499543.6,C836770957,C1327917496,2038668.54,3538212.14,0
PAYMENT,688.67,C1688114073,M1994971364,0.0,0.0,0
CASH_IN,14186.24,C1424560279,C301572625,64880.39,50694.15,0
PAYMENT,2669.29,C838606082,M1578237434,0.0,0.0,0
TRANSFER,345116.0,C1604322396,C1515434916,0.0,0.0,1
PAYMENT,8225.59,C1647131498,M1911084703,0.0,0.0,0
CASH_OUT,367337.28,C1948034732,C683724759,2357897.43,2725234.71,0
PAYMENT,1675.14,C703778184,M1731638819,0.0,0.0,0
CASH_OUT,2642116.95,C625254221,C933591789,0.0,2642116.95,1
TRANSFER,762135.72,C1455660898,C364400523,0.0,0.0,1
TRANSFER,2739248.3,C1131884196,C97856418,0.0,0.0,1
CASH_OUT,6324299.91,C1554473398,C653645882,411927.3,6736227.21,1
PAYMENT,14732.43,C2001787464,M458978120,0.0,0.0,0
CASH_OUT,669536.75,C776030932,C407092830,178669.97,848206.72,1
CASH_OUT,171474.69,C183737997,C256808786,487794.23,659268.92,0
DEBIT,5987.21,C1348842632,C24369103,96921.44,102908.65,0
CASH_OUT,56713.2,C681407327,C1239019385,2205820.51,2262533.71,0
CASH_OUT,184066.79,C1082019834,C1160440440,226480.7,410547.49,0
CASH_OUT,430739.66,C319427094,C191159195,2823430.83,3316529.26,0
CASH_IN,215899.21,C626526316,C613512336,1247234.11,1031334.9,0
TRANSFER,20489883.45,C989453394,C1317367242,41216411.14,61706294.58,0
CASH_OUT,129598.84,C1327620674,C1277694634,258650.06,425085.65,0
TRANSFER,1455382.05,C1459301109,C1248513597,0.0,0.0,1
PAYMENT,3824.59,C156367789,M1828032302,0.0,0.0,0
TRANSFER,850530.59,C1303640793,C2112578501,0.0,0.0,1
TRANSFER,9811104.49,C1983750370,C381637925,0.0,0.0,1
TRANSFER,10000000.0,C1891630790,C2124431731,0.0,0.0,1
CASH_IN,65449.28,C1393692822,C41740283,0.0,0.0,0
PAYMENT,13845.2,C1797342941,M1297628897,0.0,0.0,0
PAYMENT,54399.46,C1550933529,M1486627937,0.0,0.0,0
TRANSFER,47604.75,C1972288489,C305797436,0.0,0.0,1
CASH_OUT,193452.58,C526764,C573919210,4385459.75,4578912.32,0
CASH_OUT,190815.79,C669797835,C1179424644,1686901.31,1877717.1,1
TRANSFER,1868438.44,C1589465909,C749177191,0.0,0.0,1
TRANSFER,537539.57,C2018539678,C282412954,0.0,0.0,1
CASH_OUT,65336.99,C494500009,C2032009572,165183.09,230520.08,0
TRANSFER,326884.31,C237051726,C1684081981,0.0,0.0,1
CASH_OUT,879810.51,C1286606921,C1451224315,483763.86,1363574.37,1
CASH_OUT,97295.57,C2131177264,C548671827,641481.35,503438.42,0
PAYMENT,517.71,C1513732541,M487654205,0.0,0.0,0
CASH_IN,378638.05,C1938799191,C1854592428,611780.91,233142.86,0
CASH_OUT,830495.23,C1269409317,C1312171922,4314942.61,5145437.83,1
TRANSFER,208253.11,C264677298,C1391038998,0.0,0.0,1
CASH_OUT,82665.47,C163966870,C2119966588,122651.87,205317.34,1
PAYMENT,9909.08,C466281242,M2109317081,0.0,0.0,0
TRANSFER,38427.47,C433911450,C2145994547,0.0,0.0,1
TRANSFER,204702.27,C807269752,C407496349,619940.97,824643.24,0
TRANSFER,953529.64,C943173894,C771063877,0.0,0.0,1
TRANSFER,102229.91,C1177644570,C1344630204,0.0,0.0,1
PAYMENT,15449.88,C1146109756,M1646329987,0.0,0.0,0
TRANSFER,278619.91,C117810868,C1738568883,0.0,0.0,1
CASH_OUT,25694.94,C63310641,C1160680502,260603.92,286298.86,0
CASH_IN,146833.81,C2044955840,C1596218095,1490154.01,1343320.2,0
PAYMENT,11708.77,C572748450,M816938187,0.0,0.0,0
TRANSFER,106642.43,C2073914981,C1753584812,0.0,0.0,1
CASH_IN,351999.27,C144519107,C948734440,1489182.1,1137182.83,0
CASH_IN,93419.58,C1294771640,C1155989972,492932.25,399512.67,0
CASH_IN,257065.78,C851288760,C276906670,766394.81,509329.03,0
CASH_IN,83981.07,C1510272822,C840764475,4639370.8,4555389.72,0
CASH_OUT,2050727.81,C992917413,C104038589,0.0,2050727.81,1
PAYMENT,8836.78,C502094284,M1998651240,0.0,0.0,0
CASH_OUT,296086.3,C1307699196,C391045060,11638172.25,11934258.55,0
CASH_OUT,3752520.6,C1674281831,C590901753,1255946.49,5008467.09,1
CASH_IN,61446.28,C30973610,C2045060331,0.0,0.0,0
CASH_OUT,1789155.73,C853148295,C439525493,2031388.61,3820544.34,1
CASH_OUT,489514.32,C796773856,C27593268,0.0,489514.32,1
TRANSFER,802421.39,C1768918738,C1846753958,0.0,0.0,1
CASH_OUT,10594.88,C926370942,C1004427238,1771555.76,1782150.64,0
TRANSFER,639991.03,C1557521706,C359361897,0.0,0.0,1
TRANSFER,503793.25,C140477383,C1169138113,0.0,95709.62,1
PAYMENT,1772.75,C228361372,M826590944,0.0,0.0,0
CASH_IN,179916.85,C509519432,C1476854674,406001.53,226084.68,0
CASH_IN,241087.11,C724495277,C2111733441,1310519.03,1069431.92,0
CASH_OUT,21673.81,C1267909656,C1457383927,685989.96,1404610.39,0
TRANSFER,773696.12,C2131970934,C204911747,0.0,0.0,1
CASH_OUT,194991.33,C1585516978,C1227970606,79956.2,274947.53,0
PAYMENT,2595.73,C373248557,M1280273187,0.0,0.0,0
CASH_OUT,230079.1,C666149004,C849140030,22412.88,252491.97,0
TRANSFER,248123.95,C551643409,C634586560,0.0,0.0,1
CASH_IN,186169.35,C1037827731,C1435457146,577158.21,390988.86,0
CASH_OUT,131082.63,C1205693026,C1099095006,4782711.41,4913794.03,0
CASH_IN,92048.66,C126130581,C1178550596,940390.38,848341.72,0
CASH_OUT,10000000.0,C1814200711,C270577353,920463.99,10920463.99,1
CASH_OUT,987470.17,C1138417563,C1647906907,0.0,987470.17,1
PAYMENT,45079.3,C1702207582,M736716207,0.0,0.0,0
TRANSFER,10000000.0,C1849235881,C1877706055,0.0,0.0,1
CASH_OUT,131405.15,C198197441,C913446268,4053544.69,4184949.84,0
CASH_IN,39463.49,C1810189370,C496426082,76290.18,36826.68,0
TRANSFER,10000000.0,C726730575,C1364745638,0.0,0.0,1
CASH_OUT,102703.18,C1988837216,C1240512242,20406.0,123109.18,0
CASH_OUT,76695.46,C951114160,C1957383164,1302962.51,1379657.97,0
CASH_OUT,191421.15,C1813522628,C1043145705,8110930.82,8403746.76,0
CASH_OUT,59416.18,C149727355,C1919764117,2141915.57,2649902.44,0
PAYMENT,13928.15,C661555900,M1242907332,0.0,0.0,0
TRANSFER,295664.18,C1726326177,C1540448785,0.0,0.0,1
CASH_OUT,94011.27,C1528705099,C588372306,572112.58,666123.85,0
PAYMENT,21438.01,C699918428,M1657018784,0.0,0.0,0
CASH_OUT,311029.37,C995249103,C1173670368,737605.78,1048635.14,0
CASH_OUT,701246.05,C1419687977,C185462925,0.0,701246.05,0
CASH_IN,26256.38,C175288186,C815311450,33212.78,6956.4,0
CASH_OUT,75986.65,C520331494,C681237403,0.0,75986.65,0
CASH_OUT,178344.25,C1516888196,C1751785530,258287.9,436632.15,1
TRANSFER,3640983.71,C2080183074,C367657984,0.0,0.0,1
CASH_OUT,517619.25,C1351278146,C1367681158,1805077.38,2322696.63,0
CASH_OUT,167580.82,C1691726753,C2111501851,772079.95,939660.77,0
CASH_OUT,29149.05,C1838774812,C145541903,33614.39,62763.44,0
PAYMENT,3823.01,C1473091871,M1023850842,0.0,0.0,0
CASH_OUT,157502.68,C107149603,C2100275911,68569.15,226071.83,0
PAYMENT,8552.29,C1266913324,M607904634,0.0,0.0,0
CASH_OUT,2930418.44,C2044690596,C932583850,3616012.1,6963508.84,1
PAYMENT,10638.23,C124769982,M1747116522,0.0,0.0,0
CASH_OUT,3731378.32,C161612692,C338472327,298582.59,4029960.92,1
TRANSFER,5429153.98,C2027207246,C1388180627,0.0,0.0,1
CASH_OUT,1761.63,C1069905200,C1330870706,2903.44,4665.06,0
CASH_IN,155325.39,C248871430,C718285919,0.0,0.0,0
PAYMENT,11285.6,C1594374057,M2098429631,0.0,0.0,0
CASH_OUT,55078.08,C510229027,C616222752,171516.56,226594.64,0
PAYMENT,14201.89,C2000697063,M1034218425,0.0,0.0,0
CASH_OUT,175409.1,C1242911883,C1043421834,1363923.73,1539332.83,0
CASH_OUT,93202.59,C1154432170,C1727652554,164024.35,257226.94,0
PAYMENT,4490.08,C1375776499,M27078672,0.0,0.0,0
CASH_OUT,235302.44,C1927809170,C178321564,1421846.68,1657149.11,0
TRANSFER,10563.16,C530292533,C883516457,202972.12,213535.29,0
CASH_OUT,249017.98,C1688050315,C406482973,192109.7,441127.69,1
CASH_OUT,18887.22,C1144158432,C2034180207,0.0,18887.22,1
TRANSFER,1117094.83,C1227240355,C848056552,0.0,1117094.83,0
PAYMENT,6753.25,C462342105,M1148345562,0.0,0.0,0
CASH_IN,257144.6,C2069712746,C193560352,1709749.1,1452604.5,0
CASH_IN,69527.9,C1158572162,C398941976,74835.7,5307.8,0
CASH_OUT,209633.54,C450631343,C445276769,2038392.38,2248025.92,0
PAYMENT,3680.9,C1166300189,M592114808,0.0,0.0,0
CASH_IN,97839.56,C358573762,C676666342,701558.04,603718.48,0
CASH_OUT,623152.72,C2031063966,C1705815867,847223.26,1470375.97,1
CASH_IN,290103.62,C787914174,C1489547,0.0,0.0,0
DEBIT,9614.74,C1166118033,C1120902273,115008.31,124623.05,0
CASH_OUT,276042.59,C2133722439,C2121024241,734229.64,1010272.23,1
CASH_OUT,607684.02,C1995047813,C1810856999,1788810.68,2396494.7,1
CASH_IN,30715.56,C1489276144,C2116690910,1355868.46,1325152.9,0
TRANSFER,2060748.45,C1129518026,C1288050386,0.0,0.0,1
CASH_IN,91277.15,C1863544570,C1466940631,523036.82,431759.66,0
TRANSFER,313697.44,C1043016955,C2103366345,0.0,0.0,1
CASH_OUT,299105.23,C674327896,C386426623,1075851.82,1374957.05,0
CASH_OUT,172840.47,C1401539181,C221703393,53304.47,226144.94,0
PAYMENT,1687.98,C235616060,M593646795,0.0,0.0,0
CASH_OUT,261331.82,C1036650085,C510704093,32063.09,293394.92,1
PAYMENT,4234.89,C509292143,M72073845,0.0,0.0,0
PAYMENT,6962.72,C805851229,M1507991895,0.0,0.0,0
TRANSFER,131594.12,C965792626,C896468474,0.0,0.0,1
PAYMENT,13859.17,C563606188,M335242068,0.0,0.0,0
TRANSFER,38115.0,C196135268,C1809264943,0.0,0.0,1
CASH_OUT,10000000.0,C2065498878,C502437065,819130.39,10819130.39,1
CASH_OUT,52865.55,C663203547,C403065592,9010009.59,9062875.15,0
CASH_OUT,157822.15,C545986857,C617963620,9652112.56,9809934.71,0
CASH_OUT,316285.45,C947473267,C982109142,320897.08,637182.53,0
CASH_OUT,379298.45,C1527208948,C1138612862,0.0,379298.45,0
CASH_OUT,452187.77,C1705704199,C854065541,4234537.78,4686725.55,0
TRANSFER,6514.47,C1829047809,C152722273,0.0,0.0,1
CASH_OUT,1102133.9,C1213142549,C1880832297,306228.56,1408362.45,1
CASH_IN,257155.1,C379192256,C70210328,0.0,0.0,0
PAYMENT,1770.43,C969436081,M827426215,0.0,0.0,0
PAYMENT,6123.6,C1457291375,M1263409216,0.0,0.0,0
CASH_OUT,1742012.06,C1184890724,C140983265,70881.61,1812893.67,1
TRANSFER,1112204.51,C444571961,C1409527805,0.0,0.0,1
PAYMENT,15125.29,C1140741558,M1961855258,0.0,0.0,0
CASH_IN,353704.54,C1735093693,C1486546931,697225.76,343521.22,0
CASH_IN,25632.94,C1717631649,C1771352345,416099.43,390466.49,0
PAYMENT,7606.93,C695270065,M1666041204,0.0,0.0,0
TRANSFER,32935.25,C1953138233,C519794603,0.0,0.0,1
CASH_OUT,3723738.06,C1143980021,C1219235880,3216391.21,6940129.27,1
CASH_OUT,206916.63,C1753234359,C14031447,76471.13,283387.75,0
CASH_IN,20816.46,C1242795994,C246753037,389253.09,368436.63,0
CASH_OUT,457604.16,C2144969793,C283460339,260778.8,718382.97,0
TRANSFER,435867.16,C790089745,C1816333758,0.0,0.0,1
CASH_IN,238427.98,C1104064049,C1644099464,1299953.67,1061525.69,0
CASH_OUT,141380.39,C843682522,C1806701719,2323393.17,2569785.46,0
PAYMENT,7593.69,C738465515,M1292676478,0.0,0.0,0
PAYMENT,12348.37,C1161261946,M1255945794,0.0,0.0,0
CASH_OUT,90732.94,C1940902696,C1801307997,938684.26,1029417.2,0
TRANSFER,478078.24,C427680107,C1365760959,0.0,0.0,1
CASH_OUT,1246169.57,C272892142,C814716597,4197204.09,5443373.66,1
CASH_OUT,59791.0,C594849787,C1122659694,1601113.58,1660904.59,0
CASH_OUT,43254.61,C21621350,C1045505033,0.0,43254.61,0
PAYMENT,33015.56,C1566133591,M829361965,0.0,0.0,0
CASH_OUT,1889.56,C1024035498,C1783266033,182335.49,184225.05,0
CASH_IN,44435.25,C641123805,C324076872,617081.98,572646.74,0
CASH_OUT,1433038.32,C994987867,C725098002,116466.92,1549505.24,1
CASH_OUT,83201.33,C1368702059,C1751206746,760766.01,843967.34,0
CASH_OUT,58691.06,C1174444475,C2097774282,69391.27,128082.34,0
CASH_OUT,98050.29,C1194075950,C2037283628,0.0,98050.29,1
CASH_IN,168816.48,C49952511,C1871172330,1368819.69,1200003.21,0
TRANSFER,5800988.12,C1770441952,C1228502814,0.0,0.0,1
PAYMENT,6638.55,C1490434591,M1409218973,0.0,0.0,0
PAYMENT,15696.9,C204553926,M592570715,0.0,0.0,0
TRANSFER,1011606.26,C813936493,C1382261132,0.0,0.0,1
CASH_IN,762.8,C1108054980,C866356999,7777229.78,7776466.98,0
CASH_OUT,579512.45,C501749152,C1458634073,0.0,579512.45,0
TRANSFER,376639.05,C1314499487,C588423293,0.0,0.0,1
TRANSFER,204721.27,C1892500400,C517910337,0.0,0.0,1
CASH_IN,92884.53,C1405037874,C329829198,15510535.14,15417650.61,0
CASH_OUT,1050635.77,C692473423,C52022125,150217.9,1200853.67,1
CASH_OUT,2558618.27,C2020129633,C1104272087,13626415.3,16185033.57,1
TRANSFER,244464.41,C1005405684,C2146294566,735684.33,980148.74,0
CASH_OUT,455372.54,C876504183,C1536498682,316179.07,771551.61,1
CASH_IN,236727.83,C276700762,C108177401,710272.26,473544.43,0
CASH_OUT,174312.42,C1480971358,C776099230,0.0,174312.42,0
CASH_OUT,59677.48,C1468095473,C615508627,2249904.97,2309582.45,1
CASH_OUT,2056779.24,C374971374,C738912638,191822.43,2248601.67,1
TRANSFER,155550.46,C1864245587,C884017599,1819277.75,1974828.21,0
TRANSFER,169429.26,C826539057,C2060764393,912630.36,1082059.63,0
CASH_OUT,19952.89,C1054388169,C1350880657,41255.75,61208.64,1
